gene_id,start,end,gene_length
ENSG00000260630,88663298,88687289,23992
ENSG00000310105,49162643,49170059,7417
ENSG00000260573,50407171,50546347,139177
ENSG00000310149,70524322,70524438,117
ENSG00000310159,25689018,25692701,3684
ENSG00000310178,85759391,85765538,6148
ENSG00000292385,1237005,1238747,1743
ENSG00000205913,2737070,2752620,15551
ENSG00000310204,28097431,28109745,12315
ENSG00000310231,4970577,4973096,2520
ENSG00000310271,50154820,50155636,817
ENSG00000262801,13246181,13563388,317208
ENSG00000310273,31869800,31870223,424
ENSG00000310278,56653457,56663365,9909
ENSG00000310299,56671375,56676068,4694
ENSG00000310325,56662694,56666497,3804
ENSG00000291095,56643436,56647419,3984
ENSG00000310348,31253776,31258019,4244
ENSG00000290663,56675535,56677883,2349
ENSG00000291105,56616752,56618834,2083
ENSG00000259923,56648177,56652636,4460
ENSG00000310402,10726238,10742522,16285
ENSG00000262950,49365422,49454115,88694
ENSG00000290662,56635712,56637086,1375
ENSG00000310437,7043707,7055541,11835
ENSG00000307346,81443637,81445597,1961
ENSG00000297575,81446184,81475359,29176
ENSG00000297593,81456660,81457924,1265
ENSG00000299389,81629883,81632990,3108
ENSG00000295517,81718311,81719358,1048
ENSG00000303013,81829584,81831870,2287
ENSG00000153815,81444808,81711762,266955
ENSG00000197943,81738248,81962685,224438
ENSG00000261118,89492017,89508324,16308
ENSG00000304919,89565740,89567850,2111
ENSG00000300127,89598392,89613210,14819
ENSG00000300148,89601774,89605759,3986
ENSG00000260259,89682506,89686921,4416
ENSG00000167526,89560677,89567834,7158
ENSG00000260635,22365121,22369047,3927
ENSG00000260790,22374859,22378180,3322
ENSG00000293459,22385769,22407598,21830
ENSG00000290865,22418672,22437715,19044
ENSG00000291060,22436738,22492220,55483
ENSG00000243716,22479121,22536540,57420
ENSG00000294592,22505973,22507683,1711
ENSG00000290866,22545698,22577384,31687
ENSG00000304653,22582634,22608096,25463
ENSG00000302808,87766029,87777588,11560
ENSG00000308238,87789530,87791675,2146
ENSG00000308222,87806285,87817605,11321
ENSG00000308255,87806592,87807009,418
ENSG00000300742,87842072,87843011,940
ENSG00000305326,87857226,87860715,3490
ENSG00000277504,87683945,87684477,533
ENSG00000226180,87693537,87696147,2611
ENSG00000104731,87696485,87765992,69508
ENSG00000260671,87739771,87747706,7936
ENSG00000260498,87766088,87779380,13293
ENSG00000260177,87779815,87806631,26817
ENSG00000260466,87822413,87837687,15275
ENSG00000103257,87830016,87869507,39492
ENSG00000278598,87834592,87834660,69
ENSG00000262362,2981174,3005130,23957
ENSG00000304416,3006368,3008383,2016
ENSG00000261971,3037233,3059370,22138
ENSG00000262370,3076911,3087112,10202
ENSG00000263072,3100696,3150562,49867
ENSG00000263011,3102259,3109596,7338
ENSG00000293410,3143771,3149974,6204
ENSG00000302384,3152896,3153135,240
ENSG00000306338,3157699,3161086,3388
ENSG00000262521,3181232,3184094,2863
ENSG00000008516,3046062,3060729,14668
ENSG00000261695,14734685,14746177,11493
ENSG00000290943,14810087,14825208,15122
ENSG00000302705,14824312,14825494,1183
ENSG00000309423,14897343,14914302,16960
ENSG00000309442,14912190,14918092,5903
ENSG00000290391,14918140,14922087,3948
ENSG00000296325,14971042,14974975,3934
ENSG00000275910,15015828,15016390,563
ENSG00000290394,15104312,15154794,50483
ENSG00000257391,15152454,15163390,10937
ENSG00000296252,15161705,15257183,95479
ENSG00000296290,15181300,15190524,9225
ENSG00000295571,15282322,15300487,18166
ENSG00000179889,14974591,15153671,179081
ENSG00000250616,30096363,30105193,8831
ENSG00000261367,30107675,30110541,2867
ENSG00000275371,30110895,30111955,1061
ENSG00000300821,30112301,30114904,2604
ENSG00000261416,30183505,30184957,1453
ENSG00000132207,30193875,30197566,3692
ENSG00000290692,30204316,30209071,4756
ENSG00000290693,30205621,30206931,1311
ENSG00000291047,30267253,30279970,12718
ENSG00000291266,30285018,30335427,50410
ENSG00000260219,30354665,30363713,9049
ENSG00000290677,29101404,29108137,6734
ENSG00000300431,29114366,29116462,2097
ENSG00000300231,29125613,29139858,14246
ENSG00000300467,29130466,29131456,991
ENSG00000300260,29140275,29152739,12465
ENSG00000289080,29145438,29148379,2942
ENSG00000300350,29175372,29179516,4145
ENSG00000300485,29185319,29185918,600
ENSG00000259807,29211366,29221040,9675
ENSG00000273582,29225583,29228584,3002
ENSG00000260953,29261105,29264680,3576
ENSG00000289029,29269392,29291146,21755
ENSG00000300448,29292462,29294242,1781
ENSG00000103472,29074796,29403423,328628
ENSG00000307750,71911226,71912311,1086
ENSG00000289937,72023652,72043190,19539
ENSG00000260252,72084857,72087443,2587
ENSG00000295538,72162474,72182012,19539
ENSG00000310525,72038099,72093557,55459
ENSG00000140830,72084857,72094431,9575
ENSG00000118557,72112157,72176878,64722
ENSG00000206168,231134,231472,339
ENSG00000294416,229533,232029,2497
ENSG00000234769,14381,18068,3688
ENSG00000306644,14037,15703,1667
ENSG00000261217,33988406,33991551,3146
ENSG00000303944,33987967,34003621,15655
ENSG00000230330,26032539,26032811,273
ENSG00000303230,26031705,26032920,1216
ENSG00000244485,76235055,76235623,569
ENSG00000260797,76878274,76878936,663
ENSG00000297958,76877568,76886312,8745
ENSG00000283421,21299903,21300506,604
ENSG00000299922,21290143,21300595,10453
ENSG00000257403,21347139,21352138,5000
ENSG00000309471,21349155,21354031,4877
ENSG00000158482,21376648,21386064,9417
ENSG00000294310,21376731,21382378,5648
ENSG00000290192,21385801,21471843,86043
ENSG00000276548,21401089,21401198,110
ENSG00000260431,5207088,5207439,352
ENSG00000285567,5097943,5235822,137880
ENSG00000259827,56682470,56687807,5338
ENSG00000261429,56686851,56688052,1202
ENSG00000250982,28239693,28240668,976
ENSG00000298931,28239219,28259450,20232
ENSG00000275654,28451644,28455356,3713
ENSG00000309023,28374239,28457971,83733
ENSG00000278725,28602340,28604519,2180
ENSG00000307459,28597162,28603055,5894
ENSG00000285020,28612131,28614884,2754
ENSG00000293550,28605591,28614279,8689
ENSG00000261419,28659696,28740781,81086
ENSG00000295964,28657108,28666473,9366
ENSG00000278528,28773824,28777534,3711
ENSG00000295947,28771255,28780667,9413
ENSG00000254634,29425800,29447026,21227
ENSG00000303051,29437233,29439669,2437
ENSG00000309313,29434292,29435644,1353
ENSG00000260335,29449191,29449625,435
ENSG00000309270,29449205,29449737,533
ENSG00000257691,29475064,29475355,292
ENSG00000257506,29478879,29482591,3713
ENSG00000309168,29469754,29553276,83523
ENSG00000260133,29618785,29636328,17544
ENSG00000305172,29614406,29664795,50390
ENSG00000261444,30214409,30214699,291
ENSG00000261203,30218220,30221930,3711
ENSG00000302389,30209149,30255631,46483
ENSG00000273724,30336400,30343336,6937
ENSG00000299933,30336251,30343544,7294
ENSG00000261145,70202354,70202459,106
ENSG00000293660,70188287,70203857,15571
ENSG00000261614,31568386,31569475,1090
ENSG00000290715,31562430,31568423,5994
ENSG00000259962,53362019,53363678,1660
ENSG00000291103,53351433,53373387,21955
ENSG00000244257,16310341,16334190,23850
ENSG00000297771,16310844,16316742,5899
ENSG00000227827,16356224,16377507,21284
ENSG00000293843,16369208,16370204,997
ENSG00000293864,16358691,16359254,564
ENSG00000283365,49954985,49968730,13746
ENSG00000306164,49951489,49973628,22140
ENSG00000260765,55728115,55750111,21997
ENSG00000303450,55747587,55750312,2726
ENSG00000263232,72005037,72006543,1507
ENSG00000294600,72004887,72015627,10741
ENSG00000260584,32116700,32116997,298
ENSG00000286473,32116414,32132724,16311
ENSG00000276822,74393076,74393183,108
ENSG00000304089,74385178,74407254,22077
ENSG00000254609,14727282,14733347,6066
ENSG00000305462,14708536,14733443,24908
ENSG00000257639,21532945,21550373,17429
ENSG00000273956,21526820,21550374,23555
ENSG00000299776,21536581,21539112,2532
ENSG00000260866,32388135,32436203,48069
ENSG00000308771,32377001,32431068,54068
ENSG00000271105,25069570,25070109,540
ENSG00000196796,29038655,29052726,14072
ENSG00000303341,29038534,29042451,3918
ENSG00000306879,29049652,29052769,3118
ENSG00000277003,69975238,69975344,107
ENSG00000305455,69965337,69995799,30463
ENSG00000259882,33577502,33622547,45046
ENSG00000294426,33588661,33602682,14022
ENSG00000296504,33610846,33622923,12078
ENSG00000307000,33571780,33578194,6415
ENSG00000282924,33723356,33763773,40418
ENSG00000303279,33757694,33763777,6084
ENSG00000260308,33771035,33771248,214
ENSG00000301813,33771146,33780030,8885
ENSG00000270401,33965655,33966091,437
ENSG00000205452,33964547,33976346,11800
ENSG00000260516,32356981,32363695,6715
ENSG00000293890,32356789,32359119,2331
ENSG00000226942,29336,38321,8986
ENSG00000260803,16125,35207,19083
ENSG00000262885,35023339,35023765,427
ENSG00000179755,35021749,35025814,4066
ENSG00000261274,35207903,35208236,334
ENSG00000296866,35208041,35209323,1283
ENSG00000259897,35245916,35247534,1619
ENSG00000261010,35255192,35255633,442
ENSG00000296849,35245410,35256068,10659
ENSG00000260846,35335277,35336889,1613
ENSG00000296809,35258261,35363163,104903
ENSG00000260598,35405747,35407349,1603
ENSG00000308158,35398630,35407373,8744
ENSG00000260680,35420291,35421209,919
ENSG00000308141,35398393,35436051,37659
ENSG00000250514,76579510,76928409,348900
ENSG00000302351,21762128,21872920,110793
ENSG00000291066,21796004,21820656,24653
ENSG00000302414,21820484,21820959,476
ENSG00000291262,21879773,21889287,9515
ENSG00000310275,21891495,21892033,539
ENSG00000185864,21834563,21880827,46265
ENSG00000259768,72664791,72874944,210154
ENSG00000238731,72673503,72673564,62
ENSG00000261764,72728616,72729894,1279
ENSG00000279206,72772673,72773272,600
ENSG00000251868,72821933,72821992,60
ENSG00000279757,72973374,72973832,459
ENSG00000259847,65135990,65176795,40806
ENSG00000260834,65163472,65235088,71617
ENSG00000260350,8847650,8848724,1075
ENSG00000261481,8869167,8870043,877
ENSG00000283516,8875704,8885353,9650
ENSG00000260979,8962148,8967363,5216
ENSG00000309643,8992121,8992300,180
ENSG00000296326,9012261,9013635,1375
ENSG00000296307,9013074,9043292,30219
ENSG00000302150,9055772,9068412,12641
ENSG00000260349,9105834,9107174,1341
ENSG00000294612,9154938,9155860,923
ENSG00000299506,67393668,67394701,1034
ENSG00000302421,67415985,67426519,10535
ENSG00000309038,67429801,67430471,671
ENSG00000270049,67481314,67505977,24664
ENSG00000297582,67546726,67547905,1180
ENSG00000259804,67490771,67563958,73188
ENSG00000260710,1286067,1300764,14698
ENSG00000287885,54284470,54467757,183288
ENSG00000290890,74305126,74368276,63151
ENSG00000260658,62921420,63618053,696634
ENSG00000260479,79090049,79110882,20834
ENSG00000245694,54844649,54931354,86706
ENSG00000261617,9287163,9657465,370303
ENSG00000286841,76228379,76277330,48952
ENSG00000259846,64364718,64720786,356069
ENSG00000293015,64720750,64737308,16559
ENSG00000141258,2337498,2381058,43561
ENSG00000185722,4163821,4263995,100175
ENSG00000074755,4004445,4143030,138586
ENSG00000167193,1420689,1463162,42474
ENSG00000274363,4267691,4268430,740
ENSG00000262961,5730289,5731085,797
ENSG00000263165,4163910,4164713,804
ENSG00000141040,16546954,16569204,22251
ENSG00000284837,5772234,5930696,158463
ENSG00000286430,17504005,17512266,8262
ENSG00000263219,4222091,4223828,1738
ENSG00000265511,17507351,17508308,958
ENSG00000286743,16525832,16529290,3459
ENSG00000285471,5772926,6080792,307867
ENSG00000181350,16441577,16492193,50617
ENSG00000239223,27274107,27274477,371
ENSG00000109046,27294076,27315926,21851
ENSG00000133027,17505563,17591708,86146
ENSG00000279825,19030857,19033529,2673
ENSG00000261868,4301372,4302698,1327
ENSG00000279200,17616043,17617745,1703
ENSG00000213664,27280482,27280912,431
ENSG00000283417,33791838,33816761,24924
ENSG00000265683,27351858,27352584,727
ENSG00000266803,16557985,16559269,1285
ENSG00000279674,34000789,34006772,5984
ENSG00000108582,30378927,30469989,91063
ENSG00000108578,30248203,30292056,43854
ENSG00000261020,22420022,22424731,4710
ENSG00000265356,33935437,34156000,220564
ENSG00000198783,34961540,34963777,2238
ENSG00000126653,30115521,30186475,70955
ENSG00000167693,799310,979776,180467
ENSG00000266987,30144062,30144790,729
ENSG00000278860,34614409,34614809,401
ENSG00000265697,33534110,33541339,7230
ENSG00000265453,27281094,27281415,322
ENSG00000266919,30117079,30117172,94
ENSG00000006125,35578046,35726413,148368
ENSG00000132141,34927859,34981078,53220
ENSG00000264431,22693325,22694831,1507
ENSG00000263435,33976531,33980851,4321
ENSG00000226049,34036681,34039872,3192
ENSG00000264643,33680577,33680883,307
ENSG00000005156,34980512,35009743,29232
ENSG00000283381,33692229,33692484,256
ENSG00000264174,34725509,34726170,662
ENSG00000278540,37084992,37406836,321845
ENSG00000265115,33627027,33635057,8031
ENSG00000265689,33688803,33689174,372
ENSG00000264622,34837871,34859046,21176
ENSG00000108599,19904302,19978343,74042
ENSG00000108576,30194319,30236002,41684
ENSG00000285559,34937306,34938604,1299
ENSG00000275480,22567423,22568713,1291
ENSG00000264125,30204318,30206468,2151
ENSG00000265646,27082690,27084036,1347
ENSG00000265739,30122429,30126118,3690
ENSG00000264930,22606388,22606703,316
ENSG00000172301,31851871,31859291,7421
ENSG00000235554,16616848,16617881,1034
ENSG00000131471,42851184,42858130,6947
ENSG00000263433,26981694,26982090,397
ENSG00000131482,42900797,42914438,13642
ENSG00000182271,30316333,30334059,17727
ENSG00000126581,42810134,42833350,23217
ENSG00000176563,42798800,42811587,12788
ENSG00000197566,16620734,16653856,33123
ENSG00000265046,31830731,31831750,1020
ENSG00000264837,27057399,27058221,823
ENSG00000126562,42780610,42797066,16457
ENSG00000223979,17674026,17677688,3663
ENSG00000108848,50719565,50756219,36655
ENSG00000108651,31860904,31901708,40805
ENSG00000249870,51042524,51085471,42948
ENSG00000248883,49085511,49086702,1192
ENSG00000131480,42844580,42850707,6128
ENSG00000154945,50693198,50707914,14717
ENSG00000278963,50722074,50724224,2151
ENSG00000108798,49210411,49223225,12815
ENSG00000233380,53756989,53757870,882
ENSG00000173714,50834650,50842353,7704
ENSG00000243521,50847950,50849270,1321
ENSG00000183978,42795147,42798704,3558
ENSG00000167083,49202791,49210574,7784
ENSG00000249658,51335261,51336240,980
ENSG00000108846,50634777,50692253,57477
ENSG00000263990,31873926,31886666,12741
ENSG00000262006,50909637,50910232,596
ENSG00000011260,51260546,51297936,37391
ENSG00000262967,50693448,50695449,2002
ENSG00000248702,50797366,50797651,286
ENSG00000141200,53822927,53825193,2267
ENSG00000262518,53438556,53439721,1166
ENSG00000154975,51630313,52160017,529705
ENSG00000011052,51153590,51171744,18155
ENSG00000271239,70778604,70779230,627
ENSG00000154229,66302613,66810743,508131
ENSG00000266501,73067870,73068288,419
ENSG00000240995,49148339,49149111,773
ENSG00000141198,54899387,54961956,62570
ENSG00000266765,73894749,73911878,17130
ENSG00000264907,62841101,62841645,545
ENSG00000267109,70312831,70368916,56086
ENSG00000262384,53681630,53682111,482
ENSG00000279743,51761260,51763397,2138
ENSG00000141232,50862223,50867978,5756
ENSG00000249383,51312609,51335165,22557
ENSG00000264895,51249579,51251748,2170
ENSG00000263199,54702936,54703430,495
ENSG00000250976,50563203,50563783,581
ENSG00000069188,73334384,73644445,310062
ENSG00000288006,73912190,73931436,19247
ENSG00000267471,70628917,70629265,349
ENSG00000265927,73831572,73836019,4448
ENSG00000249982,51332679,51334090,1412
ENSG00000263125,54754165,54754649,485
ENSG00000187504,51502488,51503233,746
ENSG00000180901,75032575,75065889,33315
ENSG00000166260,54951902,54968703,16802
ENSG00000264750,73641026,73643106,2081
ENSG00000263189,53952936,53955324,2389
ENSG00000264985,73513469,73521407,7939
ENSG00000285822,27089545,27170310,80766
ENSG00000264172,27002661,27003259,599
ENSG00000261965,54477796,54478168,373
ENSG00000229330,66676372,66677404,1033
ENSG00000141570,79792132,79801683,9552
ENSG00000159217,48997385,49056145,58761
ENSG00000263252,53353427,53354134,708
ENSG00000279059,54956760,54958426,1667
ENSG00000011258,51177425,51260163,82739
ENSG00000262271,53434131,53435829,1699
ENSG00000275710,54964474,54964679,206
ENSG00000279089,51183191,51186403,3213
ENSG00000141568,82519713,82644662,124950
ENSG00000279143,83132647,83136150,3504
ENSG00000154265,69244311,69327244,82934
ENSG00000166263,54968727,55173632,204906
ENSG00000173838,62701314,62808344,107031
ENSG00000267440,43679341,43706709,27369
ENSG00000141179,55751051,55842830,91780
ENSG00000260785,71097774,71202203,104430
ENSG00000166292,55719627,55732121,12495
ENSG00000251812,4186326,4186424,99
ENSG00000206730,17578631,17578739,109
ENSG00000273948,17675366,17675522,157
ENSG00000274836,17676211,17676371,161
ENSG00000207132,30344503,30344604,102
ENSG00000201255,30360463,30360566,104
ENSG00000263583,27293910,27293996,87
ENSG00000252112,30246757,30246820,64
ENSG00000222679,30288071,30288177,107
ENSG00000274663,38144201,38144287,87
ENSG00000275006,38089399,38089500,102
ENSG00000274284,38231043,38231144,102
ENSG00000283935,30117079,30117172,94
ENSG00000252039,42891338,42891435,98
ENSG00000278447,42823880,42823943,64
ENSG00000284399,30117086,30117160,75
ENSG00000278672,50768650,50768730,81
ENSG00000201340,50696644,50696760,117
ENSG00000273500,49288346,49288454,109
ENSG00000252685,66638271,66638374,104
ENSG00000251698,66639269,66639383,115
ENSG00000207943,66787072,66787168,97
ENSG00000251809,54770949,54771277,329
ENSG00000238759,71298156,71298218,63
ENSG00000212149,42940575,42940702,128
ENSG00000266967,42950526,42964498,13973
ENSG00000108825,42950526,42980528,30003
ENSG00000279917,67611277,67613822,2546
ENSG00000279361,67637774,67638973,1200
ENSG00000130935,67717931,67744531,26601
ENSG00000200394,67740669,67740799,131
ENSG00000266858,67774591,67777324,2734
ENSG00000213179,67784753,67785293,541
ENSG00000266717,67950885,67951746,862
ENSG00000279573,67955314,67957291,1978
ENSG00000279880,67973934,67976072,2139
ENSG00000265052,67977698,67977972,275
ENSG00000266117,68095068,68095757,690
ENSG00000278730,68126666,68129586,2921
ENSG00000274561,68131462,68131907,446
ENSG00000277476,68133201,68135935,2735
ENSG00000267352,68134675,68135604,930
ENSG00000278740,68188547,68189165,619
ENSG00000267731,68189884,68192802,2919
ENSG00000267472,68198921,68199596,676
ENSG00000070540,68420948,68457513,36566
ENSG00000207561,68424451,68424548,98
ENSG00000072210,19648136,19685760,37625
ENSG00000275982,19649494,19649587,94
ENSG00000252349,19662000,19662090,91
ENSG00000262681,19719059,19722428,3370
ENSG00000108602,19737984,19748943,10960
ENSG00000083290,19770829,19867936,97108
ENSG00000231096,19840126,19840515,390
ENSG00000279251,19855747,19856164,418
ENSG00000276406,19868568,19868689,122
ENSG00000270091,19896590,19897287,698
ENSG00000279555,57277920,57280017,2098
ENSG00000279281,57448218,57450291,2074
ENSG00000266100,57522248,57523597,1350
ENSG00000280028,57531769,57532355,587
ENSG00000263499,57600856,57608412,7557
ENSG00000242889,57618108,57618393,286
ENSG00000238447,57685529,57685592,64
ENSG00000166329,57744495,57745299,805
ENSG00000222976,57789449,57789732,284
ENSG00000181610,57834781,57850056,15276
ENSG00000214860,18377778,18389647,11870
ENSG00000267441,18388871,18389459,589
ENSG00000204471,18393480,18400961,7482
ENSG00000266162,18418195,18418306,112
ENSG00000227919,18452955,18453062,108
ENSG00000267492,18453574,18453739,166
ENSG00000230662,18460391,18463055,2665
ENSG00000171916,18476737,18494945,18209
ENSG00000227689,18527557,18528461,905
ENSG00000227077,18572752,18572961,210
ENSG00000276532,18605054,18605356,303
ENSG00000262262,18638019,18638370,352
ENSG00000287058,18638861,18661950,23090
ENSG00000174977,18650195,18651542,1348
ENSG00000224126,18677261,18677757,497
ENSG00000265693,18704640,18704769,130
ENSG00000171931,18744026,18779349,35324
ENSG00000171928,18781111,18806714,25604
ENSG00000265478,18809956,18810940,985
ENSG00000274747,18840618,18840920,303
ENSG00000201489,7537096,7537196,101
ENSG00000277957,7563287,7578715,15429
ENSG00000264772,7572826,7582024,9199
ENSG00000209582,7574713,7574847,135
ENSG00000238917,7576811,7576952,142
ENSG00000277985,7577955,7578091,137
ENSG00000129226,7579491,7582111,2621
ENSG00000129255,7583529,7592789,9261
ENSG00000129194,7588178,7590094,1917
ENSG00000129214,7613946,7633382,19437
ENSG00000141504,7626234,7627876,1643
ENSG00000129244,7646627,7657770,11144
ENSG00000108947,7705202,7711372,6171
ENSG00000262628,3062669,3063607,939
ENSG00000262085,3153889,3154882,994
ENSG00000142163,3116427,3117374,948
ENSG00000252283,28061967,28062068,102
ENSG00000240873,28116239,28116406,168
ENSG00000267644,28219285,28220005,721
ENSG00000263788,28256375,28256669,295
ENSG00000264486,28256438,28265551,9114
ENSG00000109084,28319200,28328685,9486
ENSG00000109079,28335602,28347009,11408
ENSG00000004142,28346633,28357527,10895
ENSG00000244045,28357642,28363683,6042
ENSG00000258924,28357647,28381697,24051
ENSG00000284532,28360654,28360734,81
ENSG00000273171,28364288,28368012,3725
ENSG00000109072,28367284,28373091,5808
ENSG00000277450,28373256,28373562,307
ENSG00000279532,28373673,28374301,629
ENSG00000197879,1464186,1492686,28501
ENSG00000132376,1494577,1516742,22166
ENSG00000243704,1604374,1604672,299
ENSG00000167705,1646145,1649866,3722
ENSG00000185561,1702816,1710377,7562
ENSG00000283824,1713903,1713987,85
ENSG00000167711,1742836,1755265,12430
ENSG00000132386,1762029,1777565,15537
ENSG00000186532,1779485,1830634,51150
ENSG00000132383,1829702,1900082,70381
ENSG00000108958,1858039,1858446,408
ENSG00000187870,20743333,20754501,11169
ENSG00000218454,20771058,20771427,370
ENSG00000213671,20775642,20776905,1264
ENSG00000226549,20784645,20785725,1081
ENSG00000264215,20788071,20789584,1514
ENSG00000264662,20789217,20789595,379
ENSG00000252483,20894532,20894638,107
ENSG00000265790,20901939,20902680,742
ENSG00000265099,20938023,20938344,322
ENSG00000244456,20956682,20958404,1723
ENSG00000226101,72072333,72103035,30703
ENSG00000125398,72121020,72126416,5397
ENSG00000288605,72033772,72220948,187177
ENSG00000185294,45844881,45847067,2187
ENSG00000279685,45895783,45898798,3016
ENSG00000262881,45907670,45910779,3110
ENSG00000274883,45931806,45932083,278
ENSG00000256762,45999250,45999694,445
ENSG00000262372,46035313,46035770,458
ENSG00000238723,46215070,46215171,102
ENSG00000277478,49510817,49510900,84
ENSG00000121067,49598884,49678163,79280
ENSG00000121073,49700934,49709014,8081
ENSG00000121104,49710332,49789180,78849
ENSG00000235183,49795343,49795669,327
ENSG00000249176,49939122,49939819,698
ENSG00000199492,49966075,49966176,102
ENSG00000064195,49990005,49995224,5220
ENSG00000141577,81189593,81222999,33407
ENSG00000224877,81239305,81241310,2006
ENSG00000157637,81244811,81295547,50737
ENSG00000279187,81262920,81265401,2482
ENSG00000274833,81387415,81387766,352
ENSG00000279692,81395609,81397144,1536
ENSG00000266392,81400716,81400778,63
ENSG00000266189,81451104,81451188,85
ENSG00000263271,81461013,81461937,925
ENSG00000229848,81514047,81527776,13730
ENSG00000185504,81539885,81553961,14077
ENSG00000207021,81573490,81573602,113
ENSG00000240505,16929816,16972118,42303
ENSG00000230709,16975999,16981353,5355
ENSG00000225442,17076038,17077752,1715
ENSG00000263624,17167946,17185554,17609
ENSG00000206859,17170083,17170189,107
ENSG00000243370,17178414,17178749,336
ENSG00000278864,17181504,17183257,1754
ENSG00000179598,17200995,17206333,5339
ENSG00000264187,17202649,17237185,34537
ENSG00000154803,17212212,17237188,24977
ENSG00000266498,17235433,17236118,686
ENSG00000226359,17242010,17242886,877
ENSG00000141030,17246616,17281273,34658
ENSG00000205309,17303335,17347663,44329
ENSG00000215030,17383377,17384012,636
ENSG00000230865,17456427,17457259,833
ENSG00000201741,17460444,17460522,79
ENSG00000141026,17476994,17493221,16228
ENSG00000108551,17494437,17496395,1959
ENSG00000131469,42998273,43002959,4687
ENSG00000167080,49132460,49176840,44381
ENSG00000181291,34579487,34639318,59832
ENSG00000068079,43006740,43014456,7717
ENSG00000182575,49575871,49583827,7957
ENSG00000167740,4143168,4187310,44143
ENSG00000167703,1569268,1628886,59619
ENSG00000133030,17042457,17217679,175223
ENSG00000187838,7389727,7394842,5116
ENSG00000262481,7389734,7404097,14364
ENSG00000205544,7402975,7404097,1123
ENSG00000169992,7404874,7419860,14987
ENSG00000262880,7420103,7444081,23979
ENSG00000181323,7420324,7421632,1309
ENSG00000184560,7425616,7427568,1953
ENSG00000283439,7428857,7432820,3964
ENSG00000286007,7428861,7436278,7418
ENSG00000181284,7435435,7437679,2245
ENSG00000161958,7438273,7444937,6665
ENSG00000263301,7439159,7443327,4169
ENSG00000272884,7439506,7445966,6461
ENSG00000170175,7445061,7457710,12650
ENSG00000167874,7855066,7856099,1034
ENSG00000182224,7857746,7862282,4537
ENSG00000280046,7858943,7866083,7141
ENSG00000252835,7906122,7906260,139
ENSG00000262730,7925931,7930622,4692
ENSG00000170043,7930345,7932123,1779
ENSG00000170037,7932101,7949920,17820
ENSG00000262492,7954868,7955622,755
ENSG00000132518,8002615,8020342,17728
ENSG00000279174,8013327,8016378,3052
ENSG00000179593,8039034,8049134,10101
ENSG00000275011,8063936,8072533,8598
ENSG00000179477,8072636,8087716,15081
ENSG00000264005,8088056,8088147,92
ENSG00000179111,8120592,8124106,3515
ENSG00000284117,8144994,8145071,78
ENSG00000263620,8150816,8162975,12160
ENSG00000179029,8172457,8176399,3943
ENSG00000200463,8173454,8173587,134
ENSG00000283160,8186945,8187004,60
ENSG00000196544,8188345,8190180,1836
ENSG00000279152,8188933,8189688,756
ENSG00000178999,8204733,8210600,5868
ENSG00000178921,8247618,8270491,22874
ENSG00000269947,8277763,8278436,674
ENSG00000125434,8287763,8295400,7638
ENSG00000108961,8288654,8290092,1439
ENSG00000271029,8296505,8297216,712
ENSG00000198844,8310241,8322514,12274
ENSG00000212206,8329583,8329719,137
ENSG00000184650,8339840,8346048,6209
ENSG00000263809,8368638,8383187,14550
ENSG00000161970,8377516,8383213,5698
ENSG00000252363,8511125,8511188,64
ENSG00000270606,8560471,8560962,492
ENSG00000244604,8561230,8561576,347
ENSG00000161973,8729935,8745219,15285
ENSG00000185156,8797110,8799365,2256
ENSG00000276231,8802722,8867677,64956
ENSG00000065320,9021510,9244000,222491
ENSG00000262966,9171068,9179118,8051
ENSG00000273816,9244666,9244897,232
ENSG00000170310,9250471,9576591,326121
ENSG00000263708,9283174,9305651,22478
ENSG00000225751,9452197,9470014,17818
ENSG00000262815,9464742,9467422,2681
ENSG00000263051,9547298,9548541,1244
ENSG00000271851,9553323,9555696,2374
ENSG00000166596,9576627,9643447,66821
ENSG00000241654,9589902,9590482,581
ENSG00000265349,9638768,9645325,6558
ENSG00000154914,9644698,9729687,84990
ENSG00000262296,9647020,9647660,641
ENSG00000282882,9764186,9805100,40915
ENSG00000278944,9791227,9808855,17629
ENSG00000283025,9805443,9811047,5605
ENSG00000065325,9822206,9892099,69894
ENSG00000265593,9852748,9853306,559
ENSG00000109047,9896320,9905271,8952
ENSG00000242692,10258762,10259232,471
ENSG00000006788,10300865,10373130,72266
ENSG00000133020,10390322,10421950,31629
ENSG00000264424,10443290,10469559,26270
ENSG00000109061,10492307,10518542,26236
ENSG00000125414,10521148,10549700,28553
ENSG00000109063,10628526,10657309,28784
ENSG00000261433,10658542,10659082,541
ENSG00000133028,10672474,10698375,25902
ENSG00000170222,10697594,10711558,13965
ENSG00000187824,10699015,10730023,31009
ENSG00000240813,10745553,10746543,991
ENSG00000266114,10792059,10794985,2927
ENSG00000284876,10794906,10838094,43189
ENSG00000279542,10821901,10822243,343
ENSG00000233670,10822470,10838087,15618
ENSG00000207242,10857899,10858004,106
ENSG00000244753,10860535,10861462,928
ENSG00000243346,11157455,11157747,293
ENSG00000285541,11197883,11242062,44180
ENSG00000188803,11241213,11564063,322851
ENSG00000264727,11288205,11290811,2607
ENSG00000007174,11598470,11969748,371279
ENSG00000266368,11953889,11977594,23706
ENSG00000065559,12020829,12143830,123002
