protein1,protein2,combined_score,protein1_original_name,protein2_original_name
9606.ENSP00000254846,9606.ENSP00000356807,315,KDM6B,TIPRL
9606.ENSP00000254846,9606.ENSP00000262160,737,KDM6B,SMAD2
9606.ENSP00000254846,9606.ENSP00000332973,760,KDM6B,SMAD3
9606.ENSP00000254846,9606.ENSP00000335153,403,KDM6B,HSP90AA1
9606.ENSP00000254846,9606.ENSP00000365576,393,KDM6B,UBQLN1
9606.ENSP00000254846,9606.ENSP00000336868,377,KDM6B,CENPA
9606.ENSP00000254846,9606.ENSP00000274764,214,KDM6B,H2BC1
9606.ENSP00000254846,9606.ENSP00000351446,910,KDM6B,WDR5
9606.ENSP00000254846,9606.ENSP00000347119,214,KDM6B,H2BW2
9606.ENSP00000254846,9606.ENSP00000358674,181,KDM6B,UBL4A
9606.ENSP00000254846,9606.ENSP00000483300,292,KDM6B,ACACA
9606.ENSP00000254846,9606.ENSP00000336712,292,KDM6B,TNPO1
9606.ENSP00000254846,9606.ENSP00000293328,292,KDM6B,STAT5B
9606.ENSP00000254846,9606.ENSP00000244571,151,KDM6B,AARS2
9606.ENSP00000254846,9606.ENSP00000369531,179,KDM6B,UBQLNL
9606.ENSP00000254846,9606.ENSP00000340466,292,KDM6B,GANAB
9606.ENSP00000254846,9606.ENSP00000475814,245,KDM6B,H2AC19
9606.ENSP00000254846,9606.ENSP00000410059,292,KDM6B,EEF1D
9606.ENSP00000254846,9606.ENSP00000284727,359,KDM6B,ATP5MC3
9606.ENSP00000254846,9606.ENSP00000272317,246,KDM6B,RPS27A
9606.ENSP00000254846,9606.ENSP00000289316,214,KDM6B,H2BC5
9606.ENSP00000254846,9606.ENSP00000358496,245,KDM6B,CMC4
9606.ENSP00000254846,9606.ENSP00000215375,710,KDM6B,ATP5F1D
9606.ENSP00000254846,9606.ENSP00000434729,359,KDM6B,ATP6V0B
9606.ENSP00000254846,9606.ENSP00000499501,424,KDM6B,H3-2
9606.ENSP00000254846,9606.ENSP00000472929,292,KDM6B,VAV1
9606.ENSP00000254846,9606.ENSP00000459943,292,KDM6B,ANKFY1
9606.ENSP00000254846,9606.ENSP00000482431,245,KDM6B,H2AC15
9606.ENSP00000254846,9606.ENSP00000498577,292,KDM6B,TPM3
9606.ENSP00000254846,9606.ENSP00000479794,189,KDM6B,H4C12
9606.ENSP00000254846,9606.ENSP00000495192,214,KDM6B,H2BE1
9606.ENSP00000254846,9606.ENSP00000292599,426,KDM6B,MAML1
9606.ENSP00000254846,9606.ENSP00000353098,292,KDM6B,MCMBP
9606.ENSP00000254846,9606.ENSP00000308452,300,KDM6B,KRT17
9606.ENSP00000254846,9606.ENSP00000444660,396,KDM6B,YTHDF2
9606.ENSP00000254846,9606.ENSP00000462667,189,KDM6B,H4C14
9606.ENSP00000254846,9606.ENSP00000244537,189,KDM6B,H4C6
9606.ENSP00000254846,9606.ENSP00000457703,179,KDM6B,UBL7
9606.ENSP00000254846,9606.ENSP00000483283,377,KDM6B,H3C11
9606.ENSP00000254846,9606.ENSP00000373474,368,KDM6B,METTL14
9606.ENSP00000254846,9606.ENSP00000303373,245,KDM6B,H2AC8
9606.ENSP00000254846,9606.ENSP00000309913,315,KDM6B,TBX5
9606.ENSP00000254846,9606.ENSP00000332194,245,KDM6B,H2AC20
9606.ENSP00000254846,9606.ENSP00000364815,292,KDM6B,VARS1
9606.ENSP00000254846,9606.ENSP00000358155,245,KDM6B,H2AC18
9606.ENSP00000254846,9606.ENSP00000390436,426,KDM6B,GLI2
9606.ENSP00000254846,9606.ENSP00000212015,551,KDM6B,SIRT1
9606.ENSP00000254846,9606.ENSP00000362352,254,KDM6B,MACROH2A2
9606.ENSP00000254846,9606.ENSP00000346120,482,KDM6B,DDX21
9606.ENSP00000254846,9606.ENSP00000479284,214,KDM6B,H2BU1
9606.ENSP00000254846,9606.ENSP00000323588,292,KDM6B,SOX2
9606.ENSP00000254846,9606.ENSP00000269305,629,KDM6B,TP53
9606.ENSP00000254846,9606.ENSP00000482564,245,KDM6B,H2AB3
9606.ENSP00000254846,9606.ENSP00000333277,424,KDM6B,H3C13
9606.ENSP00000254846,9606.ENSP00000384048,562,KDM6B,PAXIP1
9606.ENSP00000254846,9606.ENSP00000261819,259,KDM6B,ANAPC5
9606.ENSP00000254846,9606.ENSP00000484638,377,KDM6B,H3C8
9606.ENSP00000254846,9606.ENSP00000258772,501,KDM6B,DDX56
9606.ENSP00000254846,9606.ENSP00000445633,214,KDM6B,H2BC8
9606.ENSP00000254846,9606.ENSP00000414359,292,KDM6B,PSMA1
9606.ENSP00000254846,9606.ENSP00000362936,292,KDM6B,TRNAU1AP
9606.ENSP00000254846,9606.ENSP00000371253,292,KDM6B,GART
9606.ENSP00000254846,9606.ENSP00000366679,245,KDM6B,H2AC12
9606.ENSP00000254846,9606.ENSP00000380759,292,KDM6B,PRMT2
9606.ENSP00000254846,9606.ENSP00000283646,292,KDM6B,RPIA
9606.ENSP00000254846,9606.ENSP00000290299,517,KDM6B,ATP5PO
9606.ENSP00000254846,9606.ENSP00000294383,292,KDM6B,USP24
9606.ENSP00000254846,9606.ENSP00000345195,179,KDM6B,UBQLN2
9606.ENSP00000254846,9606.ENSP00000484095,377,KDM6B,H3C7
9606.ENSP00000254846,9606.ENSP00000282516,292,KDM6B,NIPBL
9606.ENSP00000254846,9606.ENSP00000265351,292,KDM6B,XPO5
9606.ENSP00000254846,9606.ENSP00000297012,245,KDM6B,H2AC1
9606.ENSP00000254846,9606.ENSP00000288955,379,KDM6B,GRHL3
9606.ENSP00000254846,9606.ENSP00000481486,189,KDM6B,H4C9
9606.ENSP00000254846,9606.ENSP00000358160,377,KDM6B,H3C10
9606.ENSP00000254846,9606.ENSP00000389649,339,KDM6B,ATP5PF
9606.ENSP00000254846,9606.ENSP00000346509,245,KDM6B,H2AB2
9606.ENSP00000254846,9606.ENSP00000349430,214,KDM6B,H2BC12
9606.ENSP00000254846,9606.ENSP00000325448,292,KDM6B,KARS1
9606.ENSP00000254846,9606.ENSP00000321744,214,KDM6B,H2BC4
9606.ENSP00000254846,9606.ENSP00000297591,292,KDM6B,VIRMA
9606.ENSP00000254846,9606.ENSP00000499883,359,KDM6B,ATP5MC2
9606.ENSP00000254846,9606.ENSP00000357986,245,KDM6B,PLEKHA1
9606.ENSP00000254846,9606.ENSP00000484998,292,KDM6B,PSMC6
9606.ENSP00000254846,9606.ENSP00000343535,457,KDM6B,USP7
9606.ENSP00000254846,9606.ENSP00000378857,292,KDM6B,WDR6
9606.ENSP00000254846,9606.ENSP00000321706,292,KDM6B,GEMIN4
9606.ENSP00000254846,9606.ENSP00000381607,292,KDM6B,GSTP1
9606.ENSP00000254846,9606.ENSP00000444810,292,KDM6B,FKBP5
9606.ENSP00000254846,9606.ENSP00000442047,540,KDM6B,UTY
9606.ENSP00000254846,9606.ENSP00000498087,245,KDM6B,H2AL1RP
9606.ENSP00000254846,9606.ENSP00000484789,189,KDM6B,H4C5
9606.ENSP00000254846,9606.ENSP00000479106,189,KDM6B,H4C1
9606.ENSP00000254846,9606.ENSP00000305769,292,KDM6B,SMAD1
9606.ENSP00000254846,9606.ENSP00000319664,292,KDM6B,NUDC
9606.ENSP00000254846,9606.ENSP00000388107,252,KDM6B,UBA52
9606.ENSP00000254846,9606.ENSP00000496832,181,KDM6B,ISG15
9606.ENSP00000254846,9606.ENSP00000355265,375,KDM6B,MT-ATP8
9606.ENSP00000254846,9606.ENSP00000361272,360,KDM6B,DYDC2
9606.ENSP00000254846,9606.ENSP00000334044,181,KDM6B,UBL4B
9606.ENSP00000254846,9606.ENSP00000301587,554,KDM6B,ATP5PD
9606.ENSP00000254846,9606.ENSP00000278412,226,KDM6B,SSRP1
9606.ENSP00000254846,9606.ENSP00000355657,377,KDM6B,H3-4
9606.ENSP00000254846,9606.ENSP00000376611,292,KDM6B,TDG
9606.ENSP00000254846,9606.ENSP00000340896,876,KDM6B,ASH2L
9606.ENSP00000254846,9606.ENSP00000157812,292,KDM6B,PSMC4
9606.ENSP00000254846,9606.ENSP00000358154,424,KDM6B,H3C14
9606.ENSP00000254846,9606.ENSP00000222115,313,KDM6B,HAS1
9606.ENSP00000254846,9606.ENSP00000369127,292,KDM6B,DNAJA1
9606.ENSP00000254846,9606.ENSP00000378350,151,KDM6B,CDC23
9606.ENSP00000254846,9606.ENSP00000477639,292,KDM6B,NAGK
9606.ENSP00000254846,9606.ENSP00000251413,292,KDM6B,TUBG1
9606.ENSP00000254846,9606.ENSP00000401770,483,KDM6B,ATP5MPL
9606.ENSP00000254846,9606.ENSP00000221265,179,KDM6B,PAF1
9606.ENSP00000254846,9606.ENSP00000482228,245,KDM6B,PLEKHA2
9606.ENSP00000254846,9606.ENSP00000496014,377,KDM6B,H3Y1
9606.ENSP00000254846,9606.ENSP00000219150,292,KDM6B,CORO1A
9606.ENSP00000254846,9606.ENSP00000481622,214,KDM6B,H2BS1
9606.ENSP00000254846,9606.ENSP00000367022,245,KDM6B,H2AC6
9606.ENSP00000254846,9606.ENSP00000484658,377,KDM6B,H3C3
9606.ENSP00000254846,9606.ENSP00000377033,359,KDM6B,ATP5MC1
9606.ENSP00000254846,9606.ENSP00000328484,245,KDM6B,H2AC14
9606.ENSP00000254846,9606.ENSP00000477907,214,KDM6B,H2BC14
9606.ENSP00000254846,9606.ENSP00000366962,214,KDM6B,H2BC10
9606.ENSP00000254846,9606.ENSP00000419851,292,KDM6B,GMPS
9606.ENSP00000254846,9606.ENSP00000483903,214,KDM6B,H2BC15
9606.ENSP00000254846,9606.ENSP00000262815,317,KDM6B,MAU2
9606.ENSP00000254846,9606.ENSP00000331019,292,KDM6B,RPS27L
9606.ENSP00000254846,9606.ENSP00000336687,328,KDM6B,CBX3
9606.ENSP00000254846,9606.ENSP00000491341,214,KDM6B,LOC102724334
9606.ENSP00000254846,9606.ENSP00000355656,245,KDM6B,H2AW
9606.ENSP00000254846,9606.ENSP00000322898,385,KDM6B,EBF1
9606.ENSP00000254846,9606.ENSP00000483236,292,KDM6B,DCAF7
9606.ENSP00000254846,9606.ENSP00000482674,214,KDM6B,H2BC3
9606.ENSP00000254846,9606.ENSP00000385523,745,KDM6B,PPARA
9606.ENSP00000254846,9606.ENSP00000374280,221,KDM6B,RTF1
9606.ENSP00000254846,9606.ENSP00000320309,292,KDM6B,FARSA
9606.ENSP00000254846,9606.ENSP00000326519,540,KDM6B,PAGR1
9606.ENSP00000254846,9606.ENSP00000480960,189,KDM6B,H4C13
9606.ENSP00000254846,9606.ENSP00000366249,181,KDM6B,UBD
9606.ENSP00000254846,9606.ENSP00000366999,377,KDM6B,H3C4
9606.ENSP00000254846,9606.ENSP00000293879,294,KDM6B,WDR90
9606.ENSP00000254846,9606.ENSP00000431822,181,KDM6B,FAU
9606.ENSP00000254846,9606.ENSP00000261303,292,KDM6B,PSMC1
9606.ENSP00000254846,9606.ENSP00000351937,252,KDM6B,C17orf80
9606.ENSP00000254846,9606.ENSP00000292475,252,KDM6B,ATP5MF
9606.ENSP00000254846,9606.ENSP00000480826,540,KDM6B,H3C1
9606.ENSP00000254846,9606.ENSP00000292180,292,KDM6B,FLAD1
9606.ENSP00000254846,9606.ENSP00000484841,377,KDM6B,H3C2
9606.ENSP00000254846,9606.ENSP00000306991,313,KDM6B,HAS2
9606.ENSP00000254846,9606.ENSP00000483842,245,KDM6B,H2AC4
9606.ENSP00000254846,9606.ENSP00000434024,245,KDM6B,H2AX
9606.ENSP00000254846,9606.ENSP00000499044,292,KDM6B,RPS27
9606.ENSP00000254846,9606.ENSP00000388620,193,KDM6B,EOMES
9606.ENSP00000254846,9606.ENSP00000352119,245,KDM6B,H2AC11
9606.ENSP00000254846,9606.ENSP00000358151,336,KDM6B,H2BC21
9606.ENSP00000254846,9606.ENSP00000346300,292,KDM6B,CRKL
9606.ENSP00000254846,9606.ENSP00000410446,200,KDM6B,TRIM26
9606.ENSP00000254846,9606.ENSP00000363929,540,KDM6B,NCOA6
9606.ENSP00000254846,9606.ENSP00000382382,292,KDM6B,USP47
9606.ENSP00000254846,9606.ENSP00000479494,292,KDM6B,PCID2
9606.ENSP00000254846,9606.ENSP00000317159,167,KDM6B,CYC1
9606.ENSP00000254846,9606.ENSP00000354632,708,KDM6B,MT-ATP6
9606.ENSP00000254846,9606.ENSP00000254480,273,KDM6B,SMARCC1
9606.ENSP00000254846,9606.ENSP00000343701,292,KDM6B,KPNA1
9606.ENSP00000254846,9606.ENSP00000481029,292,KDM6B,PSMC3
9606.ENSP00000254846,9606.ENSP00000343896,846,KDM6B,SMARCA4
9606.ENSP00000254846,9606.ENSP00000484261,245,KDM6B,H2AB1
9606.ENSP00000254846,9606.ENSP00000298717,347,KDM6B,METTL3
9606.ENSP00000254846,9606.ENSP00000285873,309,KDM6B,GEMIN5
9606.ENSP00000254846,9606.ENSP00000361278,360,KDM6B,DYDC1
9606.ENSP00000254846,9606.ENSP00000316578,169,KDM6B,SUZ12
9606.ENSP00000254846,9606.ENSP00000363804,292,KDM6B,KLF4
9606.ENSP00000254846,9606.ENSP00000476136,214,KDM6B,H2BC11
9606.ENSP00000254846,9606.ENSP00000426654,171,KDM6B,ANAPC4
9606.ENSP00000254846,9606.ENSP00000351589,245,KDM6B,H2AC13
9606.ENSP00000254846,9606.ENSP00000358737,512,KDM6B,ATP5PB
9606.ENSP00000254846,9606.ENSP00000479169,214,KDM6B,H2BC9
9606.ENSP00000254846,9606.ENSP00000497053,377,KDM6B,H3Y2
9606.ENSP00000254846,9606.ENSP00000299601,423,KDM6B,LEO1
9606.ENSP00000254846,9606.ENSP00000352252,377,KDM6B,H3C12
9606.ENSP00000254846,9606.ENSP00000338186,169,KDM6B,EED
9606.ENSP00000254846,9606.ENSP00000341094,245,KDM6B,H2AC7
9606.ENSP00000254846,9606.ENSP00000302232,377,KDM6B,ALKBH3
9606.ENSP00000254846,9606.ENSP00000339511,245,KDM6B,H2AP
9606.ENSP00000254846,9606.ENSP00000433760,328,KDM6B,BANF1
9606.ENSP00000254846,9606.ENSP00000394107,517,KDM6B,H7C0C1_HUMAN
9606.ENSP00000254846,9606.ENSP00000301067,540,KDM6B,KMT2D
9606.ENSP00000254846,9606.ENSP00000264515,913,KDM6B,RBBP5
9606.ENSP00000254846,9606.ENSP00000339484,181,KDM6B,ZFAND4
9606.ENSP00000254846,9606.ENSP00000380692,457,KDM6B,KDM7A
9606.ENSP00000254846,9606.ENSP00000489282,755,KDM6B,H3C6
9606.ENSP00000254846,9606.ENSP00000393596,332,KDM6B,BIRC6
9606.ENSP00000254846,9606.ENSP00000354723,214,KDM6B,H2BW1
9606.ENSP00000254846,9606.ENSP00000347997,179,KDM6B,UBQLN3
9606.ENSP00000254846,9606.ENSP00000385385,292,KDM6B,PDIA6
9606.ENSP00000254846,9606.ENSP00000300413,292,KDM6B,SNRPD1
9606.ENSP00000254846,9606.ENSP00000366618,214,KDM6B,H2BC13
9606.ENSP00000254846,9606.ENSP00000437955,386,KDM6B,HIF1A
9606.ENSP00000254846,9606.ENSP00000352627,245,KDM6B,H2AC17
9606.ENSP00000254846,9606.ENSP00000358814,292,KDM6B,AHCYL1
9606.ENSP00000254846,9606.ENSP00000243997,497,KDM6B,ATP5F1E
9606.ENSP00000254846,9606.ENSP00000261772,151,KDM6B,AARS1
9606.ENSP00000254846,9606.ENSP00000378067,292,KDM6B,SLFN11
9606.ENSP00000254846,9606.ENSP00000345096,292,KDM6B,IMPDH1
9606.ENSP00000254846,9606.ENSP00000356015,292,KDM6B,ACAT2
9606.ENSP00000254846,9606.ENSP00000348554,256,KDM6B,CDC16
9606.ENSP00000254846,9606.ENSP00000298552,403,KDM6B,TSC1
9606.ENSP00000254846,9606.ENSP00000177694,889,KDM6B,TBX21
9606.ENSP00000254846,9606.ENSP00000347168,189,KDM6B,H4C11
9606.ENSP00000254846,9606.ENSP00000379181,292,KDM6B,RAE1
9606.ENSP00000254846,9606.ENSP00000489311,245,KDM6B,hCG_2039566
9606.ENSP00000254846,9606.ENSP00000473172,259,KDM6B,RUVBL2
9606.ENSP00000254846,9606.ENSP00000360609,403,KDM6B,HSP90AB1
9606.ENSP00000254846,9606.ENSP00000429344,292,KDM6B,PNMA2
9606.ENSP00000254846,9606.ENSP00000297261,313,KDM6B,SHH
9606.ENSP00000254846,9606.ENSP00000306003,488,KDM6B,ATP5ME
9606.ENSP00000254846,9606.ENSP00000445831,214,KDM6B,H2BC18
9606.ENSP00000254846,9606.ENSP00000489236,189,KDM6B,H4C8
9606.ENSP00000254846,9606.ENSP00000308750,333,KDM6B,CBX2
9606.ENSP00000254846,9606.ENSP00000339835,377,KDM6B,H3-5
9606.ENSP00000254846,9606.ENSP00000358716,336,KDM6B,DDX20
9606.ENSP00000254846,9606.ENSP00000478771,181,KDM6B,UBB
9606.ENSP00000254846,9606.ENSP00000246957,403,KDM6B,TRAP1
9606.ENSP00000254846,9606.ENSP00000235090,330,KDM6B,WDR77
9606.ENSP00000254846,9606.ENSP00000304440,313,KDM6B,HAS3
9606.ENSP00000254846,9606.ENSP00000423563,254,KDM6B,MACROH2A1
9606.ENSP00000254846,9606.ENSP00000254810,377,KDM6B,H3-3B
9606.ENSP00000254846,9606.ENSP00000462355,189,KDM6B,H4C15
9606.ENSP00000254846,9606.ENSP00000257570,181,KDM6B,OASL
9606.ENSP00000254846,9606.ENSP00000341551,506,KDM6B,SMAD4
9606.ENSP00000254846,9606.ENSP00000365891,292,KDM6B,WAS
9606.ENSP00000254846,9606.ENSP00000489317,214,KDM6B,H2BC6
9606.ENSP00000254846,9606.ENSP00000358840,495,KDM6B,ATP5MD
9606.ENSP00000254846,9606.ENSP00000339109,208,KDM6B,ANAPC1
9606.ENSP00000254846,9606.ENSP00000424827,292,KDM6B,NEDD4
9606.ENSP00000254846,9606.ENSP00000357292,179,KDM6B,UBQLN4
9606.ENSP00000254846,9606.ENSP00000443017,189,KDM6B,H4-16
9606.ENSP00000254846,9606.ENSP00000285013,292,KDM6B,SLFN13
9606.ENSP00000254846,9606.ENSP00000242591,270,KDM6B,IFT81
9606.ENSP00000254846,9606.ENSP00000499786,292,KDM6B,ITCH
9606.ENSP00000254846,9606.ENSP00000477760,173,KDM6B,ANAPC16
9606.ENSP00000254846,9606.ENSP00000263253,438,KDM6B,EP300
9606.ENSP00000254846,9606.ENSP00000269701,292,KDM6B,AKAP8
9606.ENSP00000254846,9606.ENSP00000421076,293,KDM6B,ATP5MGL
9606.ENSP00000254846,9606.ENSP00000438553,245,KDM6B,H2AJ
9606.ENSP00000254846,9606.ENSP00000431076,292,KDM6B,DNPEP
9606.ENSP00000254846,9606.ENSP00000194214,189,KDM6B,HSPB11
9606.ENSP00000254846,9606.ENSP00000220966,292,KDM6B,PYCR3
9606.ENSP00000254846,9606.ENSP00000316357,292,KDM6B,USP9X
9606.ENSP00000254846,9606.ENSP00000329757,359,KDM6B,ATP6V0C
9606.ENSP00000254846,9606.ENSP00000296946,347,KDM6B,TBXT
9606.ENSP00000254846,9606.ENSP00000356405,257,KDM6B,CDC73
9606.ENSP00000254898,9606.ENSP00000293879,171,MATN2,WDR90
9606.ENSP00000254898,9606.ENSP00000339730,173,MATN2,THBS4
9606.ENSP00000254928,9606.ENSP00000435389,292,ERAL1,PLEKHA7
9606.ENSP00000254942,9606.ENSP00000325827,292,TERF2,SEC16A
9606.ENSP00000254942,9606.ENSP00000269848,292,TERF2,PFKL
9606.ENSP00000254942,9606.ENSP00000365588,439,TERF2,MDC1
9606.ENSP00000254958,9606.ENSP00000293879,171,JAG1,WDR90
9606.ENSP00000254963,9606.ENSP00000293879,181,HSPA12B,WDR90
9606.ENSP00000255030,9606.ENSP00000453508,390,CRP,TLN2
9606.ENSP00000255030,9606.ENSP00000222399,216,CRP,LAMB1
9606.ENSP00000255030,9606.ENSP00000467537,222,CRP,PTPRS
9606.ENSP00000255040,9606.ENSP00000264187,196,APCS,NID1
9606.ENSP00000255120,9606.ENSP00000381364,237,NASP,CABIN1
9606.ENSP00000255305,9606.ENSP00000385995,277,XPO4,THADA
9606.ENSP00000255380,9606.ENSP00000263088,220,CHRM3,PLD2
9606.ENSP00000255381,9606.ENSP00000493594,721,MYH4,MYH14
9606.ENSP00000255390,9606.ENSP00000397269,226,SCO1,FAM136A
9606.ENSP00000255390,9606.ENSP00000325827,177,SCO1,SEC16A
9606.ENSP00000255465,9606.ENSP00000363435,406,CCNA1,ITPR3
9606.ENSP00000255476,9606.ENSP00000265709,594,RFXAP,ANK1
9606.ENSP00000255631,9606.ENSP00000435389,292,HSPBP1,PLEKHA7
9606.ENSP00000255688,9606.ENSP00000293879,181,PLAAT4,WDR90
9606.ENSP00000255695,9606.ENSP00000293879,181,PLAAT2,WDR90
9606.ENSP00000255764,9606.ENSP00000336783,319,MED10,TNRC6C
9606.ENSP00000255977,9606.ENSP00000365588,193,MKRN1,MDC1
9606.ENSP00000255977,9606.ENSP00000348984,193,MKRN1,SON
9606.ENSP00000255977,9606.ENSP00000436552,292,MKRN1,IGSF9B
9606.ENSP00000255977,9606.ENSP00000257430,292,MKRN1,APC
9606.ENSP00000256010,9606.ENSP00000260197,406,NTS,SORL1
9606.ENSP00000256078,9606.ENSP00000370196,194,KRAS,SBF1
9606.ENSP00000256078,9606.ENSP00000394888,165,KRAS,DOCK8
9606.ENSP00000256078,9606.ENSP00000384164,165,KRAS,KIF16B
9606.ENSP00000256078,9606.ENSP00000470152,187,KRAS,DTNA
9606.ENSP00000256078,9606.ENSP00000435389,187,KRAS,PLEKHA7
9606.ENSP00000256078,9606.ENSP00000267113,163,KRAS,ESYT1
9606.ENSP00000256079,9606.ENSP00000263934,305,IPO8,KIF1B
9606.ENSP00000256190,9606.ENSP00000370196,361,SBF2,SBF1
9606.ENSP00000256366,9606.ENSP00000267113,224,SYNJ2BP,ESYT1
9606.ENSP00000256383,9606.ENSP00000435389,292,EIF2S1,PLEKHA7
9606.ENSP00000256442,9606.ENSP00000313420,292,CCNB1,PRKDC
9606.ENSP00000256442,9606.ENSP00000040738,540,CCNB1,BOD1L1
9606.ENSP00000256474,9606.ENSP00000348984,292,VHL,SON
9606.ENSP00000256474,9606.ENSP00000263088,292,VHL,PLD2
9606.ENSP00000256474,9606.ENSP00000441214,295,VHL,USP36
